Account,Biller,Date
1104865,9771.40,"2013,3,26"
4979859,862.46,"2015,8,24"
3243805,6645.51,"2019,12,30"
5486571,17986.65,"2013,12,12"
1704309,6745.15,"2013,12,20"
5058468,14918.52,"2016,1,4"
1360249,13073.91,"2016,2,8"
3737260,6031.91,"2017,7,23"
4985291,1039.50,"2019,1,17"
4083731,1009.61,"2011,4,5"
5842173,10645.41,"2013,4,5"
4112520,9035.15,"2019,7,21"
2187941,15765.83,"2011,7,9"
3936147,9252.67,"2018,10,19"
4107042,12321.19,"2012,10,27"
3117142,7571.14,"2012,10,31"
2118,6457.28,"2011,1,31"
4479252,1257.18,"2012,6,5"
1749711,1307.74,"2014,6,13"
5505720,9781.26,"2016,1,30"
2596333,8162.86,"2011,7,1"
4520365,12639.33,"2015,6,25"
4842820,6380.28,"2013,3,5"
3460593,11977.55,"2019,8,4"
6921751,18266.27,"2017,12,1"
4784855,13502.55,"2018,4,6"
2122790,11134.57,"2019,4,26"
586049,15934.77,"2014,4,2"
313532,5187.95,"2014,9,21"
2407251,5457.74,"2015,7,20"
5029327,13465.49,"2013,11,1"
6217067,2861.44,"2013,5,30"
2268961,12464.40,"2012,7,24"
916981,18987.98,"2014,4,5"
1958827,9501.86,"2016,12,8"
2636553,13750.95,"2011,1,25"
4482331,8042.71,"2012,3,24"
825557,6179.71,"2016,11,25"
6233790,18219.58,"2019,9,19"
1279232,17844.43,"2017,3,20"
1712673,13597.38,"2019,4,11"
4474110,3583.30,"2014,12,17"
3515714,13346.89,"2016,5,7"
2769600,8050.57,"2015,7,19"
900902,18338.38,"2014,2,26"
323766,5405.74,"2018,9,17"
5827698,4413.41,"2013,11,11"
5626776,13109.79,"2018,5,10"
3621470,15196.54,"2013,3,30"
6821034,9907.95,"2012,8,13"
3372569,3682.90,"2011,6,17"
4837091,1777.41,"2012,12,11"
3281536,11750.73,"2017,2,3"
564320,9967.74,"2013,5,3"
6924238,4406.68,"2014,1,6"
2157414,312.75,"2015,8,19"
4520410,18231.51,"2018,3,31"
916981,6923.87,"2012,11,9"
1958827,6241.44,"2014,6,13"
2636553,4194.10,"2014,3,23"
4482331,1230.18,"2014,8,26"
825557,15085.56,"2016,3,11"
6233790,388.72,"2014,11,3"
1279232,16078.23,"2016,5,26"
1712673,14703.62,"2013,6,21"
4474110,14061.58,"2019,8,5"
3515714,10756.10,"2012,3,1"
2769600,8230.29,"2019,7,4"
900902,6139.21,"2018,3,25"
323766,7651.75,"2019,1,24"
5827698,3576.70,"2018,3,31"
5626776,15588.22,"2012,2,23"
3621470,4450.69,"2018,11,14"
6821034,2268.72,"2016,12,9"
3372569,18263.23,"2015,10,13"
4837091,9994.23,"2017,4,4"
3281536,10761.76,"2017,3,5"
564320,4963.48,"2011,5,26"
6924238,15919.27,"2012,1,22"
2157414,2604.61,"2019,6,16"
4520410,5005.32,"2018,8,10"
916981,9901.53,"2012,7,3"
1958827,18006.95,"2018,2,22"
2636553,10732.59,"2011,11,15"
4482331,17555.60,"2012,11,25"
825557,1307.80,"2016,11,18"
6233790,18906.50,"2015,7,17"
1279232,11516.67,"2017,3,13"
1712673,1100.19,"2017,5,6"
4474110,1812.18,"2014,12,12"
3515714,9499.54,"2018,1,2"
2769600,13825.92,"2018,4,14"
900902,7359.85,"2015,12,31"
323766,3382.15,"2018,2,3"
5827698,8532.55,"2015,4,6"
5626776,11544.28,"2011,10,1"
3621470,12070.39,"2016,9,9"
6821034,5205.11,"2016,7,25"
3372569,7952.97,"2012,10,31"
4837091,4959.58,"2019,8,4"
3281536,18996.84,"2013,8,12"
564320,7487.74,"2016,11,30"
6924238,13143.70,"2014,2,6"
2157414,15959.87,"2019,1,29"
4520410,10630.72,"2011,10,21"
916981,13120.82,"2016,8,30"
1958827,8237.76,"2014,3,27"
2636553,4732.50,"2013,6,29"
4482331,17404.77,"2019,6,13"
825557,4080.32,"2019,12,15"
6233790,3828.64,"2016,4,12"
1279232,15969.34,"2015,8,7"
1712673,16919.47,"2014,5,21"
4474110,12739.10,"2015,3,3"
3515714,13285.16,"2014,5,25"
2769600,1300.27,"2017,12,7"
900902,7360.11,"2011,9,3"
323766,2909.67,"2015,10,5"
5827698,15803.65,"2018,11,9"
5626776,16645.56,"2019,11,26"
3621470,6985.67,"2014,6,1"
6821034,713.71,"2018,1,27"
3372569,5442.75,"2015,9,15"
4837091,6192.31,"2011,2,14"
3281536,12718.29,"2017,3,8"
564320,4006.95,"2012,12,16"
6924238,12629.12,"2017,1,22"
2157414,12160.37,"2012,5,22"
4520410,3585.97,"2012,1,5"
916981,15342.64,"2011,2,3"
1958827,4934.99,"2016,10,22"
2636553,5297.45,"2011,7,29"
4482331,10168.72,"2019,12,17"
825557,18985.70,"2015,1,21"
6233790,7459.81,"2018,12,4"
1279232,13673.52,"2013,8,15"
1712673,2366.86,"2015,10,20"
4474110,10631.17,"2014,2,6"
3515714,1926.91,"2012,8,6"
2769600,18815.51,"2014,6,22"
900902,8910.43,"2017,8,6"
323766,2520.47,"2011,4,19"
5827698,16804.23,"2014,8,3"
5626776,3264.58,"2019,1,2"
3621470,3644.65,"2016,8,21"
6821034,8147.77,"2017,8,2"
3372569,9942.80,"2014,3,11"
4837091,18578.82,"2015,11,28"
3281536,15094.89,"2014,10,2"
564320,17818.65,"2017,4,2"
6924238,7845.12,"2012,5,12"
2157414,7279.53,"2017,2,27"
4520410,11716.21,"2015,10,27"
916981,12393.34,"2012,10,13"
1958827,13483.44,"2016,7,1"
2636553,9985.34,"2012,11,8"
4482331,3235.11,"2014,2,19"
825557,14186.11,"2019,12,30"
6233790,12686.21,"2014,8,3"
1279232,14664.85,"2016,7,17"
1712673,10460.55,"2015,1,20"
4474110,9561.98,"2016,11,7"
3515714,15501.95,"2013,11,12"
2769600,12619.46,"2012,2,26"
900902,7382.78,"2012,12,17"
323766,13743.53,"2016,3,19"
5827698,4092.79,"2019,7,28"
5626776,12536.61,"2019,7,11"
3621470,7964.64,"2013,5,11"
6821034,7034.65,"2011,1,11"
3372569,16571.67,"2019,2,28"
4837091,13978.70,"2013,8,29"
3281536,15136.76,"2011,8,23"
564320,13574.54,"2015,12,14"
6924238,8079.41,"2013,5,3"
2157414,8303.46,"2018,2,4"
4520410,14103.37,"2018,2,2"
323766,17044.96,"2019,2,21"
5827698,2811.84,"2016,1,20"
5626776,289.84,"2018,7,22"
3621470,18161.66,"2014,8,3"
6821034,10684.79,"2015,10,24"
3372569,4067.35,"2019,11,28"
4837091,4207.51,"2012,5,27"
3281536,10248.22,"2018,10,8"
564320,10404.25,"2013,1,23"
6924238,8560.15,"2011,7,30"
2157414,1120.26,"2016,3,10"
4520410,12588.77,"2011,12,26"
323766,15690.25,"2018,1,23"
5827698,9800.22,"2018,1,12"
5626776,12733.86,"2012,5,31"
3621470,15473.55,"2014,12,25"
6821034,12240.64,"2015,9,28"
3372569,15348.90,"2016,2,18"
4837091,14781.65,"2017,6,12"
3281536,9631.85,"2015,3,15"
564320,5247.86,"2011,7,19"
6924238,7674.13,"2017,3,9"
2157414,11938.63,"2014,5,12"
4520410,9224.16,"2017,4,14"
323766,17644.90,"2015,2,18"
5827698,15020.42,"2014,11,19"
5626776,7736.63,"2018,4,29"
3621470,2644.39,"2018,5,25"
6821034,16984.59,"2013,3,6"
3372569,10898.98,"2016,6,4"
4837091,1220.26,"2012,6,8"
3281536,14634.50,"2011,3,3"
564320,14447.66,"2017,4,25"
6924238,7647.79,"2011,5,27"
2157414,11467.19,"2019,1,18"
4520410,6285.40,"2019,9,24"
323766,13827.90,"2019,7,11"
5827698,16455.65,"2016,11,30"
5626776,1978.65,"2012,3,23"
3621470,14507.28,"2013,9,26"
6821034,2362.69,"2017,11,29"
3372569,11441.11,"2016,12,28"
4837091,13118.72,"2016,8,18"
3281536,3204.44,"2016,9,16"
564320,14458.69,"2018,7,16"
6924238,3842.53,"2011,4,6"
2157414,6793.10,"2014,7,18"
4520410,6929.77,"2011,5,10"
323766,17782.60,"2014,10,2"
5827698,8479.90,"2011,9,10"
5626776,1697.21,"2012,3,29"
3621470,10904.99,"2015,12,28"
6821034,1791.76,"2014,2,21"
3372569,13771.34,"2019,5,9"
4837091,15771.21,"2017,9,7"
3281536,13796.85,"2014,3,17"
564320,12116.36,"2016,8,4"
6924238,10194.82,"2015,7,9"
2157414,12041.79,"2019,7,12"
4520410,508.69,"2016,1,28"
323766,10074.10,"2016,12,14"
5827698,18821.47,"2018,11,15"
5626776,491.18,"2015,6,19"
3621470,8972.78,"2018,4,17"
6821034,16313.63,"2011,2,21"
3372569,6532.24,"2017,4,24"
4837091,173.75,"2015,10,19"
3281536,14718.48,"2011,8,21"
564320,212.78,"2012,7,16"
6924238,8090.26,"2019,9,10"
2157414,13753.84,"2018,11,1"
4520410,2428.29,"2012,9,3"
323766,13881.70,"2011,5,19"
5827698,2076.80,"2017,10,26"
5626776,4653.20,"2015,6,18"
3621470,18693.27,"2011,1,12"
6821034,15483.82,"2015,1,18"
3372569,10996.18,"2014,10,31"
4837091,4178.82,"2017,2,20"
3281536,9204.23,"2019,4,1"
564320,16608.18,"2018,1,22"
6924238,15955.74,"2019,1,8"
2157414,9061.79,"2018,4,13"
4520410,15010.19,"2012,12,9"
5654137,7488.71,"2011,4,10"
7076008,3416.66,"2017,12,4"
1470821,10720.75,"2012,10,12"
2945894,11925.99,"2018,6,29"
4296553,547.14,"2011,3,19"
1752210,13321.52,"2014,9,22"
6001034,7202.14,"2012,10,12"
3844400,15156.17,"2016,12,5"
1104865,5416.22,"2014,9,10"
4979859,10760.97,"2018,9,15"
3243805,13730.33,"2012,11,15"
5486571,6686.27,"2013,7,30"
1704309,11984.25,"2013,10,8"
5058468,14320.39,"2019,12,7"
1360249,9925.90,"2013,3,12"
3737260,5428.22,"2017,4,19"
4985291,4475.67,"2012,11,22"
4083731,15637.31,"2011,10,23"
5842173,5956.62,"2018,4,3"
4112520,12835.91,"2019,10,30"
2187941,8383.10,"2014,2,13"
3936147,7966.63,"2016,2,16"
4107042,17937.43,"2019,12,2"
3117142,15177.55,"2011,9,8"
2118,9561.12,"2012,7,26"
4479252,5190.88,"2017,2,13"
1749711,3975.10,"2011,11,7"
5505720,7887.94,"2011,12,3"
2596333,12461.90,"2011,5,2"
4520365,10881.13,"2016,8,16"
4842820,4707.25,"2014,7,7"
3460593,5492.45,"2011,4,1"
6921751,9514.24,"2016,6,14"
4784855,4554.70,"2018,9,25"
2122790,18991.89,"2019,4,25"
586049,9122.94,"2011,2,28"
313532,5310.49,"2014,7,1"
2407251,5237.33,"2018,2,1"
5029327,14008.48,"2015,5,26"
6217067,15740.35,"2018,12,24"
2268961,8096.87,"2019,10,28"
916981,4955.11,"2011,5,19"
1958827,15872.32,"2019,9,20"
2636553,3014.22,"2017,4,18"
4482331,2391.22,"2015,3,16"
825557,1876.32,"2011,4,10"
6233790,3134.57,"2011,9,6"
1279232,2534.43,"2015,8,23"
1712673,100.60,"2012,8,8"
4474110,14351.25,"2017,6,29"
3515714,15555.61,"2015,2,28"
2769600,15722.54,"2014,8,22"
900902,18917.20,"2013,11,16"
323766,2046.90,"2013,12,20"
5827698,900.45,"2016,10,3"
5626776,10219.61,"2019,1,17"
3621470,2297.14,"2011,12,16"
6821034,16897.10,"2012,3,1"
3372569,15651.77,"2011,3,19"
4837091,5088.92,"2018,3,7"
3281536,12302.62,"2014,1,10"
564320,2305.67,"2019,2,17"
6924238,13230.87,"2015,2,20"
2157414,8846.59,"2016,11,15"
4520410,8641.30,"2019,11,26"
916981,7931.85,"2014,9,16"
1958827,6001.74,"2012,6,8"
2636553,10505.81,"2014,2,7"
4482331,7179.54,"2019,4,21"
825557,6561.15,"2018,12,2"
6233790,15087.85,"2016,12,1"
1279232,11286.37,"2018,2,25"
1712673,6383.47,"2016,5,15"
4474110,17802.64,"2011,7,8"
3515714,4227.62,"2015,4,3"
2769600,11600.82,"2015,1,28"
900902,13074.73,"2012,2,15"
323766,14340.80,"2011,10,15"
5827698,4333.49,"2015,6,26"
5626776,10203.37,"2016,3,12"
3621470,2574.32,"2019,12,17"
6821034,12356.76,"2013,11,24"
3372569,11275.90,"2016,7,16"
4837091,16245.26,"2018,11,1"
3281536,334.97,"2019,7,26"
564320,2018.27,"2011,7,27"
6924238,18330.53,"2015,9,4"
2157414,5398.28,"2012,7,1"
4520410,15303.62,"2017,6,1"
916981,1286.46,"2012,7,19"
1958827,3111.17,"2011,8,3"
2636553,8992.58,"2013,5,2"
4482331,6729.29,"2015,6,3"
825557,15508.73,"2012,1,7"
6233790,14432.74,"2019,10,24"
1279232,357.29,"2015,2,22"
1712673,18770.32,"2019,8,18"
4474110,12036.93,"2018,9,8"
3515714,16921.59,"2018,7,16"
2769600,18103.76,"2011,9,14"
900902,201.77,"2017,6,17"
323766,190.47,"2013,3,12"
5827698,17766.25,"2015,2,21"
5626776,15586.60,"2016,7,28"
3621470,11115.90,"2019,5,24"
6821034,10393.71,"2017,3,13"
3372569,10111.75,"2012,10,24"
4837091,4431.95,"2012,4,1"
3281536,3943.11,"2016,9,24"
564320,9578.33,"2013,2,7"
6924238,13055.79,"2013,1,30"
2157414,14618.37,"2014,8,24"
4520410,13945.80,"2012,6,23"
916981,10014.25,"2011,2,28"
1958827,248.99,"2013,6,30"
2636553,285.19,"2016,2,20"
4482331,18403.83,"2019,10,2"
825557,158.27,"2013,10,9"
6233790,12556.35,"2016,1,3"
1279232,15559.32,"2013,10,1"
1712673,11356.48,"2019,3,4"
4474110,7464.47,"2013,6,12"
3515714,10674.36,"2014,9,20"
2769600,10449.44,"2018,1,12"
900902,1323.38,"2019,9,13"
323766,6678.28,"2015,3,26"
5827698,16786.19,"2017,12,9"
5626776,18212.39,"2013,4,19"
3621470,8665.33,"2017,1,27"
6821034,519.31,"2011,11,10"
3372569,10982.79,"2019,5,7"
4837091,11757.67,"2015,3,15"
3281536,8820.47,"2017,11,18"
564320,2509.59,"2011,5,22"
6924238,6257.44,"2015,2,1"
2157414,3964.44,"2012,8,9"
4520410,1471.59,"2017,3,31"
916981,9568.53,"2016,6,3"
1958827,15057.45,"2011,10,30"
2636553,4751.80,"2016,2,7"
4482331,15733.52,"2016,9,2"
825557,15872.94,"2013,6,21"
6233790,9806.75,"2015,3,1"
1279232,17829.44,"2011,2,20"
1712673,14147.83,"2019,5,28"
4474110,8996.56,"2013,1,3"
3515714,16483.27,"2014,3,30"
2769600,9070.18,"2016,9,25"
900902,4359.41,"2018,10,6"
323766,2781.84,"2013,5,20"
5827698,12619.28,"2015,5,30"
5626776,4835.40,"2012,10,10"
3621470,8154.56,"2012,3,12"
6821034,4260.79,"2014,3,12"
3372569,1576.86,"2019,12,28"
4837091,12233.58,"2014,9,5"
3281536,8239.61,"2011,1,14"
564320,16109.17,"2015,10,11"
6924238,8851.66,"2014,11,21"
2157414,11942.14,"2017,12,18"
4520410,2284.92,"2015,3,12"
916981,7424.25,"2018,1,21"
1958827,4013.89,"2017,4,16"
2636553,14336.75,"2013,6,29"
4482331,6502.58,"2017,5,11"
825557,3576.45,"2014,4,9"
6233790,4991.57,"2014,11,30"
1279232,2743.88,"2015,7,21"
1712673,5495.12,"2017,6,2"
4474110,2441.35,"2013,8,6"
3515714,4002.29,"2015,12,5"
2769600,3023.22,"2013,8,6"
900902,5456.65,"2018,4,14"
323766,1297.17,"2013,7,7"
5827698,17931.93,"2014,2,5"
5626776,16358.15,"2014,6,4"
3621470,15178.48,"2019,9,5"
6821034,1819.25,"2018,10,29"
3372569,8801.67,"2013,8,11"
4837091,9553.95,"2018,10,12"
3281536,706.62,"2018,4,15"
564320,8491.10,"2012,7,12"
6924238,11609.61,"2019,2,23"
2157414,8866.14,"2012,3,12"
4520410,5989.86,"2017,6,20"
323766,9134.28,"2016,4,7"
5827698,586.26,"2016,1,11"
5626776,17211.17,"2017,2,19"
3621470,13634.58,"2011,3,25"
6821034,6992.96,"2019,11,18"
3372569,17854.43,"2015,7,31"
4837091,15566.31,"2015,7,31"
3281536,12165.68,"2017,6,9"
564320,749.75,"2017,6,14"
6924238,6469.84,"2011,5,8"
2157414,14957.58,"2013,4,13"
4520410,10859.96,"2014,8,1"
323766,10682.64,"2011,1,16"
5827698,6233.45,"2012,10,7"
5626776,13389.98,"2019,12,16"
3621470,9345.44,"2012,9,18"
6821034,14741.49,"2016,6,11"
3372569,18185.99,"2012,1,14"
4837091,7786.56,"2016,6,22"
3281536,12585.37,"2013,1,9"
564320,16408.78,"2018,4,6"
6924238,9813.82,"2011,11,13"
2157414,6194.96,"2012,8,3"
4520410,7631.81,"2015,2,11"
323766,13553.17,"2019,4,5"
5827698,11130.23,"2013,6,16"
5626776,11087.76,"2014,9,6"
3621470,2207.12,"2013,10,24"
6821034,7010.95,"2019,3,5"
3372569,12221.16,"2014,2,15"
4837091,3373.32,"2012,5,8"
3281536,13789.69,"2013,7,23"
564320,12681.79,"2016,1,9"
6924238,7211.95,"2019,12,16"
2157414,2892.49,"2011,10,2"
4520410,17484.63,"2019,12,6"
323766,3196.82,"2018,4,25"
5827698,7973.51,"2019,12,21"
5626776,1670.73,"2018,4,9"
3621470,800.83,"2017,12,20"
6821034,9572.50,"2019,4,26"
3372569,9859.19,"2014,1,12"
4837091,18497.68,"2013,4,7"
3281536,17264.33,"2019,3,30"
564320,6862.88,"2013,9,19"
6924238,9500.77,"2013,10,16"
2157414,17142.47,"2014,11,1"
4520410,12327.47,"2012,11,18"
323766,8123.37,"2011,8,15"
5827698,11114.30,"2014,2,17"
5626776,11694.84,"2016,12,5"
3621470,2652.64,"2012,11,4"
6821034,5988.76,"2019,4,18"
3372569,18345.12,"2016,6,11"
4837091,11651.20,"2015,7,20"
3281536,12181.23,"2013,3,31"
564320,12638.31,"2015,5,24"
6924238,7476.16,"2014,8,20"
2157414,13081.77,"2018,10,11"
4520410,8633.89,"2016,2,24"
323766,18775.34,"2015,2,9"
5827698,16079.79,"2014,12,27"
5626776,5233.64,"2015,9,14"
3621470,9475.41,"2011,2,25"
6821034,563.59,"2018,2,3"
3372569,16617.91,"2014,6,19"
4837091,5046.69,"2017,2,23"
3281536,11492.32,"2011,8,13"
564320,12984.94,"2013,3,4"
6924238,8420.60,"2011,2,5"
2157414,16183.60,"2011,4,15"
4520410,12137.45,"2019,5,7"
323766,7292.31,"2017,1,13"
5827698,18598.96,"2019,6,5"
5626776,4496.41,"2014,7,29"
3621470,8731.16,"2017,4,1"
6821034,11483.43,"2013,4,10"
3372569,8814.50,"2019,12,23"
4837091,16322.56,"2012,4,7"
3281536,7464.70,"2017,12,16"
564320,13234.52,"2017,8,10"
6924238,11879.75,"2018,10,22"
2157414,14696.45,"2015,4,20"
4520410,1277.56,"2015,7,25"
5654137,14184.56,"2018,2,9"
7076008,15443.17,"2019,11,27"
1470821,3604.60,"2012,1,8"
2945894,18525.92,"2012,2,9"
4296553,14506.90,"2016,6,27"
1752210,1316.81,"2017,1,12"
6001034,7771.42,"2016,7,28"
3844400,7843.37,"2014,10,19"
1104865,292.92,"2011,9,27"
4979859,13627.79,"2012,5,24"
3243805,4544.12,"2016,2,8"
5486571,18670.84,"2011,11,9"
1704309,7237.15,"2018,12,15"
5058468,1223.87,"2016,7,11"
1360249,9823.94,"2013,3,18"
3737260,514.26,"2015,6,3"
4985291,15238.99,"2018,7,25"
4083731,7714.64,"2014,5,5"
5842173,7777.33,"2013,7,7"
4112520,6054.16,"2011,3,15"
2187941,18863.36,"2015,8,9"
3936147,2062.54,"2012,1,23"
4107042,8393.12,"2013,12,19"
3117142,2573.58,"2019,12,5"
2118,3480.40,"2014,1,27"
4479252,17148.84,"2019,2,25"
1749711,18311.69,"2015,7,9"
5505720,17245.55,"2014,7,9"
2596333,18121.80,"2015,7,18"
4520365,18420.96,"2017,5,10"
4842820,3474.60,"2018,4,18"
3460593,10594.61,"2019,11,15"
6921751,9549.27,"2018,11,19"
4784855,11605.64,"2019,3,18"
2122790,4251.70,"2011,2,11"
586049,13343.72,"2018,12,21"
313532,16649.53,"2014,4,3"
2407251,5757.49,"2016,3,5"
5029327,8513.13,"2017,8,9"
6217067,1646.63,"2016,3,15"
2268961,7738.44,"2011,3,30"
916981,8715.52,"2017,3,8"
1958827,18029.20,"2019,10,7"
2636553,9041.98,"2011,2,9"
4482331,7717.84,"2019,12,20"
825557,13118.57,"2011,8,20"
6233790,18504.68,"2016,2,17"
1279232,2680.74,"2016,4,27"
1712673,6776.86,"2018,3,24"
4474110,2354.71,"2017,2,26"
3515714,829.19,"2011,1,11"
2769600,9892.14,"2016,1,27"
900902,3294.54,"2013,4,25"
323766,8112.71,"2017,3,31"
5827698,13245.92,"2018,1,12"
5626776,13911.69,"2016,1,31"
3621470,5459.74,"2015,12,13"
6821034,2789.74,"2013,3,26"
3372569,3989.20,"2017,9,6"
4837091,8247.19,"2011,7,25"
3281536,16486.63,"2019,5,30"
564320,16579.19,"2017,12,31"
6924238,13956.22,"2013,10,5"
2157414,4636.59,"2017,9,3"
4520410,10882.22,"2014,11,26"
916981,12969.92,"2019,3,30"
1958827,18959.41,"2012,6,16"
2636553,1708.31,"2012,9,8"
4482331,13131.37,"2011,8,10"
825557,6699.41,"2017,8,22"
6233790,1251.33,"2014,11,19"
1279232,3111.92,"2011,5,31"
1712673,7944.21,"2012,11,26"
4474110,12671.92,"2017,5,8"
3515714,584.86,"2015,8,4"
2769600,3447.40,"2014,8,3"
900902,9723.38,"2018,3,9"
323766,14538.14,"2013,7,2"
5827698,17751.49,"2012,8,5"
5626776,307.32,"2015,2,21"
3621470,11689.15,"2013,2,1"
6821034,13428.63,"2012,12,10"
3372569,7673.45,"2014,4,19"
4837091,12197.47,"2012,11,2"
3281536,17261.90,"2015,8,23"
564320,657.81,"2018,5,25"
6924238,341.91,"2014,5,13"
2157414,16191.56,"2014,10,25"
4520410,12457.82,"2016,5,24"
916981,7160.31,"2013,8,9"
1958827,3886.44,"2013,3,19"
2636553,9399.61,"2013,10,17"
4482331,836.53,"2017,9,21"
825557,17612.29,"2015,2,19"
6233790,17055.37,"2012,9,5"
1279232,761.36,"2017,6,17"
1712673,6628.14,"2011,1,25"
4474110,3389.94,"2011,6,2"
3515714,9441.45,"2012,4,29"
2769600,4156.73,"2014,4,9"
900902,4847.35,"2011,1,17"
323766,4885.59,"2016,3,17"
5827698,10591.11,"2017,5,20"
5626776,10853.40,"2017,3,22"
3621470,3246.57,"2019,12,20"
6821034,13156.70,"2016,3,11"
3372569,18214.21,"2012,12,5"
4837091,14935.35,"2013,6,14"
3281536,6101.26,"2012,5,2"
564320,9730.56,"2015,2,24"
6924238,5088.38,"2012,3,29"
2157414,7887.14,"2016,11,18"
4520410,18481.25,"2018,7,20"
916981,17807.99,"2017,9,29"
1958827,9497.45,"2018,3,16"
2636553,1132.47,"2012,12,11"
4482331,8869.35,"2017,11,18"
825557,14263.92,"2012,1,10"
6233790,12523.32,"2019,5,23"
1279232,3168.42,"2015,4,8"
1712673,17680.58,"2015,9,23"
4474110,7831.69,"2011,3,10"
3515714,8889.61,"2013,6,3"
2769600,3586.21,"2014,5,26"
900902,14293.72,"2011,9,26"
323766,9540.60,"2013,4,2"
5827698,3995.81,"2019,1,15"
5626776,6311.68,"2017,3,17"
3621470,149.77,"2019,10,28"
6821034,10533.99,"2012,11,23"
3372569,1692.24,"2014,6,25"
4837091,11080.57,"2011,4,28"
3281536,10741.71,"2019,10,15"
564320,5437.34,"2013,2,20"
6924238,13689.30,"2019,9,29"
2157414,7397.70,"2011,6,24"
4520410,17697.54,"2012,2,11"
916981,8244.96,"2019,8,11"
1958827,6540.24,"2012,10,27"
2636553,18780.94,"2016,10,18"
4482331,3648.91,"2011,12,13"
825557,14251.57,"2014,12,16"
6233790,2718.46,"2012,10,2"
1279232,4361.94,"2016,12,25"
1712673,2981.34,"2018,9,14"
4474110,770.15,"2012,1,13"
3515714,5186.85,"2017,3,27"
2769600,2700.71,"2017,4,29"
900902,12000.76,"2014,3,2"
323766,3442.56,"2016,5,18"
5827698,11301.42,"2017,5,18"
5626776,16842.79,"2014,8,25"
3621470,16810.90,"2014,5,31"
6821034,7350.11,"2016,4,4"
3372569,11562.44,"2019,5,16"
4837091,17363.11,"2018,4,15"
3281536,18273.59,"2012,12,8"
564320,5550.36,"2014,4,30"
6924238,1415.82,"2011,6,16"
2157414,8944.44,"2015,7,9"
4520410,8830.69,"2013,12,11"
916981,12609.65,"2018,9,27"
1958827,2464.90,"2014,4,24"
2636553,894.86,"2018,3,4"
4482331,15069.90,"2013,8,5"
825557,6794.69,"2012,4,9"
6233790,6172.77,"2013,7,6"
1279232,15285.52,"2016,7,14"
1712673,17363.62,"2017,5,22"
4474110,12498.10,"2016,1,30"
3515714,10159.50,"2019,4,18"
2769600,5018.83,"2017,3,23"
900902,12305.90,"2012,12,18"
323766,466.16,"2018,12,29"
5827698,15649.20,"2013,9,14"
5626776,3529.29,"2019,12,25"
3621470,11210.96,"2017,9,24"
6821034,12945.98,"2011,7,14"
3372569,2415.98,"2014,11,7"
4837091,15474.89,"2018,11,23"
3281536,12701.21,"2018,3,5"
564320,5325.84,"2017,6,10"
6924238,8411.72,"2013,2,22"
2157414,7326.13,"2011,12,11"
4520410,16161.97,"2013,6,15"
323766,14013.89,"2012,11,4"
5827698,8545.82,"2018,3,12"
5626776,2054.40,"2011,7,21"
3621470,4089.17,"2017,3,23"
6821034,18437.27,"2018,4,25"
3372569,6990.57,"2016,7,25"
4837091,6837.96,"2018,8,12"
3281536,18052.99,"2012,8,24"
564320,10244.90,"2015,6,13"
6924238,6933.45,"2013,11,11"
2157414,9253.22,"2016,12,8"
4520410,17198.45,"2017,6,6"
323766,2813.42,"2012,12,8"
5827698,5627.14,"2019,9,21"
5626776,10159.38,"2016,10,19"
3621470,13420.69,"2016,1,3"
6821034,12032.73,"2016,7,7"
3372569,11244.36,"2016,3,11"
4837091,15444.88,"2015,5,30"
3281536,6680.16,"2017,9,21"
564320,8350.53,"2011,12,22"
6924238,12472.81,"2019,8,14"
2157414,18511.77,"2011,10,20"
4520410,9130.51,"2015,6,9"
323766,9440.85,"2013,1,27"
5827698,14438.97,"2016,4,7"
5626776,5841.15,"2016,5,24"
3621470,2770.32,"2016,6,25"
6821034,13228.66,"2013,8,9"
3372569,2937.99,"2013,7,7"
4837091,13510.17,"2012,3,15"
3281536,5602.18,"2014,9,21"
564320,11194.72,"2013,8,1"
6924238,2187.21,"2015,7,13"
2157414,13888.97,"2013,2,16"
4520410,17959.95,"2015,2,3"
323766,7343.45,"2016,1,15"
5827698,7432.50,"2013,8,19"
5626776,14389.14,"2016,5,2"
3621470,13720.92,"2012,3,20"
6821034,7632.59,"2013,8,2"
3372569,13891.94,"2013,7,2"
4837091,15766.75,"2017,8,27"
3281536,16970.12,"2013,1,16"
564320,18442.90,"2015,7,26"
6924238,6033.14,"2017,9,14"
2157414,564.98,"2018,10,19"
4520410,14958.41,"2017,2,8"
323766,16916.39,"2014,9,26"
5827698,7475.91,"2012,4,13"
5626776,2060.93,"2013,6,2"
3621470,9349.19,"2015,5,21"
6821034,18526.31,"2012,7,29"
3372569,2110.46,"2017,9,2"
4837091,17693.78,"2011,9,26"
3281536,5569.19,"2019,1,30"
564320,17996.28,"2013,2,3"
6924238,7190.66,"2017,11,5"
2157414,17750.51,"2014,10,4"
4520410,174.27,"2019,10,7"
323766,17934.86,"2019,3,9"
5827698,4359.31,"2011,10,28"
5626776,9282.28,"2013,10,24"
3621470,15333.12,"2016,4,6"
6821034,18867.77,"2011,1,27"
3372569,12569.72,"2012,9,8"
4837091,5312.57,"2018,9,14"
3281536,2752.78,"2015,8,4"
564320,12478.84,"2016,1,20"
6924238,12849.41,"2016,4,8"
2157414,13753.56,"2017,7,17"
4520410,6534.24,"2015,4,26"
